"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Finally, Nong's restaurant. (@ Nong‚Äôs Khao Man Gai - @nongskhaomangai in Portland, OR) https://t.co/3ykQSpqPHA",FALSE,1,NA,2015-05-03 23:46:56,FALSE,NA,"595011692687433728",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","didip",0,FALSE,FALSE,"-122.65948486","45.52229691"
"2","http://t.co/KYRV3j1KZt

 #PortlandSmallBusinessNetwork #PSBN @ Portland, Oregon https://t.co/xCvb2dBECP",FALSE,0,NA,2015-05-03 23:21:32,FALSE,NA,"595005299653738496",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lilypdx",0,FALSE,FALSE,"-122.682","45.52"
"3","#TweetMyJobs #Art #Job alert: Space Planner | BRG | #Portland, OR http://t.co/ZjCigOer4Z #Jobs #Hiring",FALSE,0,NA,2015-05-03 23:16:32,FALSE,NA,"595004039013605377",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","BRGJobs",0,FALSE,FALSE,"-122.6762071","45.5234515"
"4","Killer dogs,  ferociously loving on each other at Portland Saturday Market @ Portland Saturday Market https://t.co/mBVqSQvjid",FALSE,1,NA,2015-05-03 23:16:08,FALSE,NA,"595003940435013632",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MrsSiennaMorris",0,FALSE,FALSE,"-122.67067342","45.52252551"
"5","Just posted a photo @ Portland, Oregon U.S.A. https://t.co/0rcLZkOHeK",FALSE,0,NA,2015-05-03 23:16:08,FALSE,NA,"595003937905840128",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lilypdx",0,FALSE,FALSE,"-122.67714385","45.52173854"
"6","Spinning #records at pdxbikecommuter til 5. Free burgers/hot dogs and a big ass $ale! #Portland‚Ä¶ https://t.co/wNGxUNHBbi",FALSE,0,NA,2015-05-03 23:15:38,FALSE,NA,"595003814534639616",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Moongriffin",0,FALSE,FALSE,"-122.65309254","45.4628966"
"7","Just posted a photo @ Portland, Oregon https://t.co/zNoT0L2h3D",FALSE,0,NA,2015-05-03 23:15:36,FALSE,NA,"595003804594151424",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lilypdx",0,FALSE,FALSE,"-122.682","45.52"
"8","Teresa having the new Guacamole sub. (at @Subway in Portland, OR) https://t.co/VI4BOHJuyk",FALSE,0,NA,2015-05-03 23:15:12,FALSE,NA,"595003703968583680",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","braden_bryce",0,FALSE,FALSE,"-122.616241","45.479541"
"9","Just posted a photo @ Downtown, Portland, Oregon https://t.co/yjwWRSeiWt",FALSE,0,NA,2015-05-03 23:12:38,FALSE,NA,"595003057445990400",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lilypdx",0,FALSE,FALSE,"-122.67941174","45.51906124"
"10","#Portland, OR #Transportation #Job: Team... at Kelle's Transport Service, Inc. http://t.co/MGuu0kWkjQ #OTR http://t.co/AuKOvt0J7M",FALSE,0,NA,2015-05-03 23:06:27,FALSE,NA,"595001503003189249",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","kellestransport",0,FALSE,FALSE,"-122.6762071","45.5234515"
"11","In between matches. #luchadors #LuchaLibre #pdx #portland @ Tom McCall Waterfront Park https://t.co/kP50sm00sZ",FALSE,3,NA,2015-05-03 23:03:56,FALSE,NA,"595000868614840320",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Luchador_Fenix",0,FALSE,FALSE,"-122.6726","45.516"
"12","I'm at Pioneer Place in Portland, OR https://t.co/SvZhJILW8h",FALSE,0,NA,2015-05-03 23:00:19,FALSE,NA,"594999959021322240",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","ashkyv",0,FALSE,FALSE,"-122.67694793","45.51835867"
"13","#Portland #Oregon #craftbeer @ Bailey's Taproom https://t.co/BmFOj64nQf",FALSE,0,NA,2015-05-03 22:59:26,FALSE,NA,"594999737977298945",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","positivecreep",0,FALSE,FALSE,"-122.67789131","45.52249352"
"14","Mannequin reflecting #pdxnightlife #pdxdowntown #Portland #pdxfun #pdxpromnight #PNW #nighttime @‚Ä¶ https://t.co/5cJx7R48y7",FALSE,0,NA,2015-05-03 22:56:38,FALSE,NA,"594999033271296000",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","rlklein0234",0,FALSE,FALSE,"-122.67941174","45.51906124"
"15","Every Sunday should be spent this way. #portlandmercado @ Portland Mercado https://t.co/JkYtIK1row",FALSE,3,NA,2015-05-03 22:37:47,FALSE,NA,"594994289513463808",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ATRENewspaper",1,FALSE,FALSE,"-122.58868075","45.48618559"
"16","Pioneer Square in Portland, Oregon @ Pioneer Courthouse Square https://t.co/lW9QRyr1nw",FALSE,0,NA,2015-05-03 22:24:54,FALSE,NA,"594991045915615232",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CHerringConsult",0,FALSE,FALSE,"-122.67922331","45.51888429"
"17","En el Festival 5 de Mayo @ Portland Waterfront https://t.co/73uaqUzl08",FALSE,0,NA,2015-05-03 22:23:34,FALSE,NA,"594990712179011584",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Jenyladiva",0,FALSE,FALSE,"-122.67284106","45.5175795"
"18","#BusinessMgmt #Job in #Portland, OR: Senior Principal Consultant at Oracle http://t.co/9HhtkRJgKP #Jobs #Hiring",FALSE,0,NA,2015-05-03 22:21:54,FALSE,NA,"594990293079883777",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","JobsAtOracle",0,FALSE,FALSE,"-122.6762071","45.5234515"
"19","I'm at @UnionPine in Portland, OR https://t.co/wKJeQHxFns",FALSE,0,NA,2015-05-03 22:21:10,FALSE,NA,"594990105644900353",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","scnr",0,FALSE,FALSE,"-122.66022837","45.52097394"
"20","#portland #PortlandSmallBusinessNetwork #PSBN #oregon #networkingevent #networking #pdxevent #pdx @‚Ä¶ https://t.co/etbaJ8afFb",FALSE,0,NA,2015-05-03 22:08:46,FALSE,NA,"594986984638173185",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lilypdx",0,FALSE,FALSE,"-122.682","45.52"
"21","#Brunching It's what you do in #portland #oregon Artistic candid photo credit goes to‚Ä¶ https://t.co/vumMChg5vv",FALSE,0,NA,2015-05-03 22:05:53,FALSE,NA,"594986260961308672",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mattralston",0,FALSE,FALSE,"-122.649345","45.474922"
"22","I'm at Portland Main Post Office - @oigusps in Portland, OR https://t.co/p3201xVWua",FALSE,0,NA,2015-05-03 21:58:59,FALSE,NA,"594984526218207232",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","scnr",0,FALSE,FALSE,"-122.67858109","45.52733415"
"23","My A-1 day 1 Ì†ΩÌ∏úÌ†ΩÌ±Ø @ Portland Saturday Market https://t.co/qj46Q0Pa8W",FALSE,0,NA,2015-05-03 21:44:54,FALSE,NA,"594980979078475776",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","sydneymaurer",0,FALSE,FALSE,"-122.67067342","45.52252551"
"24","Hot Seller: ""The Lion"" @ Gerding Theater at the Armory - Ellyn Bye Studio (Portland, OR) http://t.co/QebpsdFz4m",FALSE,0,NA,2015-05-03 21:40:51,FALSE,NA,"594979962244980736",NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarTampa",0,FALSE,FALSE,"-122.68215","45.523885"
