"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Kelle's Transport Service, Inc. #Transportation #Job: Class A... (#Portland, OR) http://t.co/vuzP6iwIeM #OTR http://t.co/xxnnFjMARc",FALSE,0,NA,2015-05-09 23:59:18,FALSE,NA,"597189131093954561",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","kellestransport",0,FALSE,FALSE,"-122.6762071","45.5234515"
"2","#Portland, OR #CustomerService #Job: Rade Interpreters at LanguageLine Solutions http://t.co/jSJgOYHKTa #interpreter #bilingual #Jobs",FALSE,0,NA,2015-05-09 23:55:43,FALSE,NA,"597188227099807744",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","LanguageRecruit",0,FALSE,FALSE,"-122.6762071","45.5234515"
"3","I'm at @CascadeBrewing Barrel House in Portland, OR https://t.co/G9dYUTWGCS",FALSE,2,NA,2015-05-09 23:52:24,FALSE,NA,"597187394136317952",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","witz",0,FALSE,FALSE,"-122.65589995","45.51661847"
"4","#Retail #Job in #Portland, OR: Sales Merchandiser - Portland, OR at Ghirardelli http://t.co/pCv2nsADML #Jobs http://t.co/cG2kkKLy2J",FALSE,0,NA,2015-05-09 23:51:33,FALSE,NA,"597187180105109505",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","ghirardellijobs",0,FALSE,FALSE,"-122.6762071","45.5234515"
"5","Just posted a photo @ Portland State University https://t.co/cAOmFjITtt",FALSE,0,NA,2015-05-09 23:46:16,FALSE,NA,"597185848862466048",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","dkguru",0,FALSE,FALSE,"-122.68415887","45.51165102"
"6","Oracle #Sales #Job: Services Sales Representative IV (#Portland, OR) http://t.co/NdkxdsI8Ma #Jobs #Hiring",FALSE,0,NA,2015-05-09 23:41:12,FALSE,NA,"597184575983357952",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","JobsAtOracle",0,FALSE,FALSE,"-122.6762071","45.5234515"
"7","#Nursing #Job alert: Travel Med Surg Tele Nursing Job Available in... | Soliant Health | #Portland, OR http://t.co/qDfNEewCjg #RN #Jobs",FALSE,0,NA,2015-05-09 23:39:13,FALSE,NA,"597184077020565504",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Nursing",0,FALSE,FALSE,"-122.6762071","45.5234515"
"8","It's sooo sunny!! ‚òÄÔ∏è‚òÄÔ∏è‚òÄÔ∏è Solzinho dando as caras essa semana Ì†ΩÌ∏ÅÌ†ΩÌ∏Å @ Downtown Portland https://t.co/4ktsnrQGSg",FALSE,0,NA,2015-05-09 23:35:00,FALSE,NA,"597183014624452608",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","luisadalmaso",0,FALSE,FALSE,"-122.68316797","45.51015395"
"9","Made it! (at @10BarrelBrewing in Portland, OR) https://t.co/MS7FWbPvrA",FALSE,0,NA,2015-05-09 23:34:52,FALSE,NA,"597182979471998976",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","RyaVM",0,FALSE,FALSE,"-122.6853212","45.52589165"
"10","Rosemarhy lavender margarita! Ì†ºÌΩπ (at @TheCivicTaproom &amp; Bottle Shop in Portland, OR) https://t.co/HV7n2yipyZ",FALSE,0,NA,2015-05-09 23:32:10,FALSE,NA,"597182301248827392",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","RyanTee82",0,FALSE,FALSE,"-122.69006133","45.52264175"
