"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Thirsty? Come tomorrow to Imperial and Portland Penny Diner. @ Imperial https://t.co/pq9aIGvCeL",FALSE,1,NA,2015-05-04 23:52:14,FALSE,NA,"595375414324912129",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PaleysPlace",0,FALSE,FALSE,"-122.678322","45.521049"
"2","#Portland, OR #Transportation #Job: Valet at Ace Parking Management http://t.co/xVRMQTvzhj #Jobs #Hiring #TweetMyJobs",FALSE,0,NA,2015-05-04 23:45:08,FALSE,NA,"595373624271339520",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","JoinAceParking",0,FALSE,FALSE,"-122.6762071","45.5234515"
"3","RT @fredstgelais: Pas laid, mais en frais de rack √† bicycle, j'ai d√©j√† vu plus efficace comme desing. @ Portland, Oregon https://t.co/Qlnoy‚Ä¶",FALSE,0,NA,2015-05-04 23:31:48,FALSE,NA,"595370269369307136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Angelicou",1,TRUE,FALSE,NA,NA
"4","#CustomerService #Job alert: Bahnar... | LanguageLine Solutions | #Portland, OR http://t.co/pe12LbgXHQ #interpreter #bilingual #Jobs",FALSE,0,NA,2015-05-04 23:28:35,FALSE,NA,"595369461374328832",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","LanguageRecruit",0,FALSE,FALSE,"-122.6762071","45.5234515"
"5","I'm at Mi Mero Mole in Portland, OR https://t.co/IpOAQiBHqJ",FALSE,1,NA,2015-05-04 23:13:36,FALSE,NA,"595365689160007681",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Dangergoon",0,FALSE,FALSE,"-122.67561436","45.52349534"
"6","Pas laid, mais en frais de rack √† bicycle, j'ai d√©j√† vu plus efficace comme desing. @ Portland, Oregon https://t.co/QlnoypGLhZ",FALSE,12,NA,2015-05-04 23:04:02,FALSE,NA,"595363282032164864",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","fredstgelais",1,FALSE,FALSE,"-122.68399667","45.52274667"
"7","Department of Veterans Affairs #Clerical #Job: Administrative Support Assistant (#Portland, OR) http://t.co/0mH6yMpQBF #VeteranJob #Jobs",FALSE,1,NA,2015-05-04 22:58:32,FALSE,NA,"595361896741535744",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","JobsatVA",0,FALSE,FALSE,"-122.6762071","45.5234515"
"8","Really sorry to see the Portland Winterhawks get beat last night. Something very magical about that‚Ä¶ https://t.co/teERq1XQwE",FALSE,0,NA,2015-05-04 22:55:58,FALSE,NA,"595361253402476544",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","RandyRas01",0,FALSE,FALSE,"-122.67420155","45.42513139"
"9","Multiple Nurse Practitioner Options, Greater Portland, OR (#Portland, OR) http://t.co/qZ6uYRyztm #Nursing #Job #Jobs #Hiring #TweetMyJobs",FALSE,1,NA,2015-05-04 22:49:04,FALSE,NA,"595359517510012928",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","AHPhysicianJobs",0,FALSE,FALSE,"-122.6762071","45.5234515"
"10","Ì†ΩÌ∞∑ #Portland #pigonaleash #pdx #laurelhurst #summervibes @ Laurelhurst Park https://t.co/yQiMwJ7XzN",FALSE,0,NA,2015-05-04 22:29:06,FALSE,NA,"595354492322893824",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","alivewithinpdx",0,FALSE,FALSE,"-122.62598976","45.52089379"
"11","KYLEJVMES //X// JAEFIELDS @ Portland, Oregon https://t.co/0I7oVW8BRD",FALSE,0,NA,2015-05-04 22:19:42,FALSE,NA,"595352127368724482",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","explxrd",0,FALSE,FALSE,"-122.682","45.52"
"12","CGI #IT #Job: Senior Cognos Team Lead (#Portland, OR) http://t.co/u5gPtwSZj2 #Jobs #Hiring",FALSE,1,NA,2015-05-04 22:15:55,FALSE,NA,"595351171419615232",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","CGI_Jobs",0,FALSE,FALSE,"-122.6762071","45.5234515"
"13","Day 122 at making art everyday in 2015. A piece of Portland - the Ace. Painting for the #88strong art‚Ä¶ https://t.co/I9F049Tnnf",FALSE,0,NA,2015-05-04 22:15:48,FALSE,NA,"595351146178424832",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","erikaleesears",0,FALSE,FALSE,"-122.68155387","45.5221777"
"14","RT @TotalTrafficPOR: Accident cleared in #Portland on I-84 WB at Grand Ave, stop and go traffic back to 33rd Ave, delay of 4 mins #PDXtraff‚Ä¶",FALSE,0,NA,2015-05-04 22:05:19,FALSE,NA,"595348507525029889",NA,"<a href=""http://www.TheHighwayMonitor.com"" rel=""nofollow"">(OR) I-5 Updates</a>","ORI5thm",1,TRUE,FALSE,NA,NA
"15","Starting my arrival right with a Philly Cheesesteak!
#pdx #portland #steaksfifthavenue #pioneerplace‚Ä¶ https://t.co/jcBfShscUO",FALSE,0,NA,2015-05-04 22:04:08,FALSE,NA,"595348207674200064",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LiveDerekChu",0,FALSE,FALSE,"-122.67947491","45.51883699"
"16","RT @TotalTrafficPOR: Accident, left lane blocked in #Portland on I-84 WB at Grand Ave, stop and go traffic back to 33rd Ave, delay of 4 min‚Ä¶",FALSE,0,NA,2015-05-04 21:59:05,FALSE,NA,"595346938167439360",NA,"<a href=""http://www.TheHighwayMonitor.com"" rel=""nofollow"">(OR) I-5 Updates</a>","ORI5thm",2,TRUE,FALSE,NA,NA
"17","Father daughter date.
#Portland #mcmenamins #pnw #microbrews @ McMenamins Market Street Pub https://t.co/4BIyK5T4fy",FALSE,0,NA,2015-05-04 21:56:45,FALSE,NA,"595346348599312385",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iluvcookiedough",0,FALSE,FALSE,"-122.684662","45.51421"
"18","RT @TotalTrafficPOR: Accident, left lane blocked in #Portland on I-84 WB at Grand Ave, stop and go traffic back to 28th Ave, delay of 3 min‚Ä¶",FALSE,0,NA,2015-05-04 21:52:23,FALSE,NA,"595345252275322880",NA,"<a href=""http://www.TheHighwayMonitor.com"" rel=""nofollow"">(OR) I-5 Updates</a>","ORI5thm",1,TRUE,FALSE,NA,NA
"19","we about to gain 10 pounds!!!! #GiselleKeilani #dadlife #daddysgirl #FoodCarts #downtown #Portland‚Ä¶ https://t.co/Y3Ti2rEcoh",FALSE,0,NA,2015-05-04 21:48:42,FALSE,NA,"595344325535526913",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","GrantYoko",0,FALSE,FALSE,"-122.63749204","45.52185851"
