"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","I'm at @NorthBarPdx in Portland, OR https://t.co/agbLrHIjDY",FALSE,0,NA,2015-05-05 23:53:07,FALSE,NA,"595738023540690946",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","advntrsekr",0,FALSE,FALSE,"-122.610829","45.505207"
"2","Always take time to stop and smell the roses! #nature #portland #rosecity @ The American Cancer Society https://t.co/EuEPXaeg6r",FALSE,0,NA,2015-05-05 23:47:46,FALSE,NA,"595736674539315202",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","gretchgirl",0,FALSE,FALSE,"-122.6739048","45.49743947"
"3","waiting on the 19 (@ Downtown Portland - @indowntownpdx in Portland, OR) https://t.co/eJuhuuLpSf",FALSE,0,NA,2015-05-05 23:40:55,FALSE,NA,"595734950684528641",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","braden_bryce",0,FALSE,FALSE,"-122.67821077","45.51885656"
"4","Soliant Health #Nursing #Job: Travel Cath Lab Nursing Job Available in Portland, Oregon! (#Portland, OR) http://t.co/LNUJGI1Ojn #RN #Jobs",FALSE,0,NA,2015-05-05 23:40:19,FALSE,NA,"595734802759864320",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Nursing",0,FALSE,FALSE,"-122.6762071","45.5234515"
"5","we love this shit...
#MadMen
#Portland #PDX @ The Blue Tile Lounge https://t.co/6Tr5GN3rK6",FALSE,0,NA,2015-05-05 23:35:50,FALSE,NA,"595733672852070400",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","wilgowilco",0,FALSE,FALSE,"-122.65120533","45.49150131"
"6","#Portland, OR #Art #Job: Senior Space Planner at BRG http://t.co/nKOz3HnB2j #Jobs #Hiring #TweetMyJobs",FALSE,0,NA,2015-05-05 23:34:58,FALSE,NA,"595733454551195648",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","BRGJobs",0,FALSE,FALSE,"-122.6762071","45.5234515"
"7","Ace Parking Management #Transportation #Job: Valet - Graveyard (#Portland, OR) http://t.co/w0hrUIq48f #Jobs #Hiring #TweetMyJobs",FALSE,0,NA,2015-05-05 23:33:24,FALSE,NA,"595733062740213760",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","JoinAceParking",0,FALSE,FALSE,"-122.6762071","45.5234515"
"8","#Portland, OR #BusinessMgmt #Job: Oracle BI Implementation Lead at Oracle http://t.co/fFIhfFzW1E #Jobs #Hiring",FALSE,0,NA,2015-05-05 23:32:08,FALSE,NA,"595732739896250368",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","JobsAtOracle",0,FALSE,FALSE,"-122.6762071","45.5234515"
"9","„Åä„ÇÑ„Å§„ÄÇ (@ M√ÖURICE in Portland, OR) https://t.co/aGo6FWSibc http://t.co/rmjKliBds7",FALSE,0,NA,2015-05-05 23:20:43,FALSE,NA,"595729869956325376",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","bullion_picot",0,FALSE,FALSE,"-122.68067391","45.52259485"
"10","RT @darrenfryer_: Living life at the Hotel Manoco! bertogl_ggi Ì†ΩÌπèÌ†ΩÌ≤∞ #portland #oregon #wakeupnow #teamggi‚Ä¶ http://t.co/VS66wTShiq",FALSE,0,NA,2015-05-05 23:20:01,FALSE,NA,"595729691505483776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NealWalters",1,TRUE,FALSE,NA,NA
"11","Things can happen if you're not paying attention.
#portland #pdx #biking #danger @ Northwest‚Ä¶ https://t.co/t7jvQ6BlZq",FALSE,1,NA,2015-05-05 23:17:33,FALSE,NA,"595729070769491969",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LiveDerekChu",0,FALSE,FALSE,"-122.69458842","45.52639683"
"12","#Sales #Job in #Portland, OR: Sales Representative at Kellogg http://t.co/Hgd2zYmFpL #Kelloggs #VeteranJob http://t.co/I0dMmEsJBi",FALSE,0,NA,2015-05-05 23:09:30,FALSE,NA,"595727046480900096",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","KelloggsJobs",0,FALSE,FALSE,"-122.6762071","45.5234515"
"13","His &amp; Hers #Jordan4Oreos @ Nike Portland https://t.co/imbyiVryBx",FALSE,1,NA,2015-05-05 23:08:32,FALSE,NA,"595726804402442240",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JayKeyzMusic",0,FALSE,FALSE,"-122.677139","45.518917"
"14","Round two, $4. (@ CineMagic Theater for Avengers: Age of Ultron in Portland, OR) https://t.co/0oS2kHaJm1",FALSE,0,NA,2015-05-05 23:04:38,FALSE,NA,"595725822599811072",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","theonetruebix",0,FALSE,FALSE,"-122.64515312","45.51235032"
"15","RT @Moongriffin: Moongriffin ""Glimpse of Future""
Green #Vinyl #LP at @everydaymusic1 #Portland #Music #Records @‚Ä¶ https://t.co/w1WGtWDxrf",FALSE,0,NA,2015-05-05 23:00:00,FALSE,NA,"595724654964252673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","everydaymusic1",1,TRUE,FALSE,NA,NA
"16","I'm at Snow Peak in Portland, OR https://t.co/YwZHMbRTs3",FALSE,1,NA,2015-05-05 22:54:25,FALSE,NA,"595723252057690112",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","skilly",0,FALSE,FALSE,"-122.685109","45.52607"
"17","Oracle: Applications Sales Representative IV (#Portland, OR) http://t.co/nRvxNqMy4H #Sales #Job #Jobs #Hiring",FALSE,2,NA,2015-05-05 22:39:54,FALSE,NA,"595719597912915968",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","JobsAtOracle",0,FALSE,FALSE,"-122.6762071","45.5234515"
"18","keystonevapor 
black honey tobacco
#righton #vape
#Portland #PDX @ The Blue Tile Lounge https://t.co/7ohGOTIFg2",FALSE,0,NA,2015-05-05 22:36:08,FALSE,NA,"595718650876821504",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","wilgowilco",0,FALSE,FALSE,"-122.65120533","45.49150131"
"19","I'm at Plaid Pantry in Portland, OR https://t.co/U1VTG8KsMi",FALSE,0,NA,2015-05-05 22:31:53,FALSE,NA,"595717581220220931",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","SkyVipGrady",0,FALSE,FALSE,"-122.611012","45.505457"
"20","Had a great time. #Portland it's been real. Donut want to leave.",FALSE,1,NA,2015-05-05 22:31:24,FALSE,NA,"595717459157606400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cassied337",0,FALSE,FALSE,"-122.6796406","45.5187435"
"21","„ÅäÂúüÁî£„Å´„Ç≠„É£„É©„É°„É´„Å®„ÅäÂ°©„ÄÇ„Åã„Çè„ÅÑ„ÅÑÁä¨„ÅåÔºÅ (@ Jacobsen Salt Tasting Room in Portland, OR) https://t.co/bkfAje8oGU http://t.co/MPwFgFtVHF",FALSE,1,NA,2015-05-05 22:08:52,FALSE,NA,"595711786193690624",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","bullion_picot",0,FALSE,FALSE,"-122.65933228","45.51417755"
"22","I'm at Downtown Portland - @indowntownpdx in Portland, OR https://t.co/gY429vWeEv http://t.co/tHiKJt4qYf",FALSE,2,NA,2015-05-05 22:03:57,FALSE,NA,"595710550396563456",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","imanal_85",0,FALSE,FALSE,"-122.67821077","45.51885656"
"23","#Nursing #Job in #Portland, OR: Travel ICU Nursing Job in Portland, Oregon at Soliant Health http://t.co/xiOCwHFmQn #RN #Jobs #Hiring",FALSE,0,NA,2015-05-05 21:57:45,FALSE,NA,"595708988404142080",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Nursing",0,FALSE,FALSE,"-122.6762071","45.5234515"
"24","RT @Moongriffin: #Portland #Music #Vinyl #Records @ Everyday Music https://t.co/8Oadi0y2e7",FALSE,0,NA,2015-05-05 21:52:51,FALSE,NA,"595707756037943296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Frizouill",1,TRUE,FALSE,NA,NA
"25","RT @Moongriffin: Moongriffin #Vinyl #LP at 2nd Ave #Records in #Portland #Music @ 2nd Avenue Records https://t.co/Ye8Uea0cEt",FALSE,0,NA,2015-05-05 21:52:47,FALSE,NA,"595707740162502658",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Frizouill",1,TRUE,FALSE,NA,NA
